JIS X 0208 由来の Unicode 文字全部


Unicode® Standard Annex #11
East Asian Width
http://www.unicode.org/reports/tr11/


属性		意味
--------------------------------
F   Fullwidth	常に全角 (2 幅)
H   Halfwidth	常に半角 (1 幅)
W   Wide	全角で表示される
Na  Narrow	半角で表示される
A   Ambiguous	環境依存
N   Neutral	幅の概念がない


JIS UNICODE 属{字}
------------------
3E59 U+8A1F W {訟}
3E5A U+8A3C W {証}
3E5B U+8A54 W {詔}
3E5C U+8A73 W {詳}
3E5D U+8C61 W {象}
3E5E U+8CDE W {賞}
3E5F U+91A4 W {醤}
3E60 U+9266 W {鉦}
3E61 U+937E W {鍾}
3E62 U+9418 W {鐘}
3E63 U+969C W {障}
3E64 U+9798 W {鞘}
3E65 U+4E0A W {上}
3E66 U+4E08 W {丈}
3E67 U+4E1E W {丞}
3E68 U+4E57 W {乗}
3E69 U+5197 W {冗}
3E6A U+5270 W {剰}
3E6B U+57CE W {城}
3E6C U+5834 W {場}
3E6D U+58CC W {壌}
3E6E U+5B22 W {嬢}
3E6F U+5E38 W {常}
3E70 U+60C5 W {情}
3E71 U+64FE W {擾}
3E72 U+6761 W {条}
3E73 U+6756 W {杖}
3E74 U+6D44 W {浄}
3E75 U+72B6 W {状}
3E76 U+7573 W {畳}
3E77 U+7A63 W {穣}
3E78 U+84B8 W {蒸}
3E79 U+8B72 W {譲}
3E7A U+91B8 W {醸}
3E7B U+9320 W {錠}
3E7C U+5631 W {嘱}
3E7D U+57F4 W {埴}
3E7E U+98FE W {飾}
3F21 U+62ED W {拭}
3F22 U+690D W {植}
3F23 U+6B96 W {殖}
3F24 U+71ED W {燭}
3F25 U+7E54 W {織}
3F26 U+8077 W {職}
3F27 U+8272 W {色}
3F28 U+89E6 W {触}
3F29 U+98DF W {食}
3F2A U+8755 W {蝕}
3F2B U+8FB1 W {辱}
3F2C U+5C3B W {尻}
3F2D U+4F38 W {伸}
3F2E U+4FE1 W {信}
3F2F U+4FB5 W {侵}
3F30 U+5507 W {唇}
3F31 U+5A20 W {娠}
3F32 U+5BDD W {寝}
3F33 U+5BE9 W {審}
3F34 U+5FC3 W {心}
3F35 U+614E W {慎}
3F36 U+632F W {振}
3F37 U+65B0 W {新}
3F38 U+664B W {晋}
3F39 U+68EE W {森}
3F3A U+699B W {榛}
3F3B U+6D78 W {浸}
3F3C U+6DF1 W {深}
3F3D U+7533 W {申}
3F3E U+75B9 W {疹}
3F3F U+771F W {真}
3F40 U+795E W {神}
3F41 U+79E6 W {秦}
3F42 U+7D33 W {紳}
3F43 U+81E3 W {臣}
3F44 U+82AF W {芯}
3F45 U+85AA W {薪}
3F46 U+89AA W {親}
3F47 U+8A3A W {診}
3F48 U+8EAB W {身}
3F49 U+8F9B W {辛}
3F4A U+9032 W {進}
3F4B U+91DD W {針}
3F4C U+9707 W {震}
3F4D U+4EBA W {人}
3F4E U+4EC1 W {仁}
3F4F U+5203 W {刃}
3F50 U+5875 W {塵}
3F51 U+58EC W {壬}
3F52 U+5C0B W {尋}
3F53 U+751A W {甚}
3F54 U+5C3D W {尽}
3F55 U+814E W {腎}
3F56 U+8A0A W {訊}
3F57 U+8FC5 W {迅}
3F58 U+9663 W {陣}
3F59 U+976D W {靭}
3F5A U+7B25 W {笥}
3F5B U+8ACF W {諏}
3F5C U+9808 W {須}
3F5D U+9162 W {酢}
3F5E U+56F3 W {図}
3F5F U+53A8 W {厨}
3F60 U+9017 W {逗}
3F61 U+5439 W {吹}
3F62 U+5782 W {垂}
3F63 U+5E25 W {帥}
3F64 U+63A8 W {推}
3F65 U+6C34 W {水}
3F66 U+708A W {炊}
3F67 U+7761 W {睡}
3F68 U+7C8B W {粋}
3F69 U+7FE0 W {翠}
3F6A U+8870 W {衰}
3F6B U+9042 W {遂}
3F6C U+9154 W {酔}
3F6D U+9310 W {錐}
3F6E U+9318 W {錘}
3F6F U+968F W {随}
3F70 U+745E W {瑞}
3F71 U+9AC4 W {髄}
3F72 U+5D07 W {崇}
3F73 U+5D69 W {嵩}
3F74 U+6570 W {数}
3F75 U+67A2 W {枢}
3F76 U+8DA8 W {趨}
3F77 U+96DB W {雛}
3F78 U+636E W {据}
3F79 U+6749 W {杉}
3F7A U+6919 W {椙}
3F7B U+83C5 W {菅}
3F7C U+9817 W {頗}
3F7D U+96C0 W {雀}
3F7E U+88FE W {裾}
4021 U+6F84 W {澄}
4022 U+647A W {摺}
4023 U+5BF8 W {寸}
4024 U+4E16 W {世}
4025 U+702C W {瀬}
4026 U+755D W {畝}
4027 U+662F W {是}
4028 U+51C4 W {凄}
4029 U+5236 W {制}
402A U+52E2 W {勢}
402B U+59D3 W {姓}
402C U+5F81 W {征}
402D U+6027 W {性}
402E U+6210 W {成}
402F U+653F W {政}
4030 U+6574 W {整}
4031 U+661F W {星}
4032 U+6674 W {晴}
4033 U+68F2 W {棲}
4034 U+6816 W {栖}
4035 U+6B63 W {正}
4036 U+6E05 W {清}
4037 U+7272 W {牲}
4038 U+751F W {生}
4039 U+76DB W {盛}
403A U+7CBE W {精}
403B U+8056 W {聖}
403C U+58F0 W {声}
403D U+88FD W {製}
403E U+897F W {西}
403F U+8AA0 W {誠}
4040 U+8A93 W {誓}
4041 U+8ACB W {請}
4042 U+901D W {逝}
4043 U+9192 W {醒}
4044 U+9752 W {青}
4045 U+9759 W {静}
4046 U+6589 W {斉}
4047 U+7A0E W {税}
4048 U+8106 W {脆}
4049 U+96BB W {隻}
404A U+5E2D W {席}
404B U+60DC W {惜}
404C U+621A W {戚}
404D U+65A5 W {斥}
404E U+6614 W {昔}
404F U+6790 W {析}
4050 U+77F3 W {石}
4051 U+7A4D W {積}
4052 U+7C4D W {籍}
4053 U+7E3E W {績}
4054 U+810A W {脊}
4055 U+8CAC W {責}
4056 U+8D64 W {赤}
4057 U+8DE1 W {跡}
4058 U+8E5F W {蹟}
4059 U+78A9 W {碩}
405A U+5207 W {切}
405B U+62D9 W {拙}
405C U+63A5 W {接}
405D U+6442 W {摂}
405E U+6298 W {折}
405F U+8A2D W {設}
4060 U+7A83 W {窃}
4061 U+7BC0 W {節}
4062 U+8AAC W {説}
4063 U+96EA W {雪}
4064 U+7D76 W {絶}
4065 U+820C W {舌}
4066 U+8749 W {蝉}
4067 U+4ED9 W {仙}
4068 U+5148 W {先}
4069 U+5343 W {千}
406A U+5360 W {占}
406B U+5BA3 W {宣}
406C U+5C02 W {専}
406D U+5C16 W {尖}
406E U+5DDD W {川}
406F U+6226 W {戦}
4070 U+6247 W {扇}
4071 U+64B0 W {撰}
4072 U+6813 W {栓}
4073 U+6834 W {栴}
4074 U+6CC9 W {泉}
4075 U+6D45 W {浅}
4076 U+6D17 W {洗}
4077 U+67D3 W {染}
4078 U+6F5C W {潜}
4079 U+714E W {煎}
407A U+717D W {煽}
407B U+65CB W {旋}
407C U+7A7F W {穿}
407D U+7BAD W {箭}
407E U+7DDA W {線}
4121 U+7E4A W {繊}
4122 U+7FA8 W {羨}
4123 U+817A W {腺}
4124 U+821B W {舛}
4125 U+8239 W {船}
4126 U+85A6 W {薦}
4127 U+8A6E W {詮}
4128 U+8CCE W {賎}
4129 U+8DF5 W {践}
412A U+9078 W {選}
412B U+9077 W {遷}
412C U+92AD W {銭}
412D U+9291 W {銑}
412E U+9583 W {閃}
412F U+9BAE W {鮮}
4130 U+524D W {前}
4131 U+5584 W {善}
4132 U+6F38 W {漸}
4133 U+7136 W {然}
4134 U+5168 W {全}
4135 U+7985 W {禅}
4136 U+7E55 W {繕}
4137 U+81B3 W {膳}
4138 U+7CCE W {糎}
4139 U+564C W {噌}
413A U+5851 W {塑}
413B U+5CA8 W {岨}
413C U+63AA W {措}
413D U+66FE W {曾}
413E U+66FD W {曽}
413F U+695A W {楚}
4140 U+72D9 W {狙}
4141 U+758F W {疏}
4142 U+758E W {疎}
4143 U+790E W {礎}
4144 U+7956 W {祖}
4145 U+79DF W {租}
4146 U+7C97 W {粗}
4147 U+7D20 W {素}
4148 U+7D44 W {組}
4149 U+8607 W {蘇}
414A U+8A34 W {訴}
414B U+963B W {阻}
414C U+9061 W {遡}
414D U+9F20 W {鼠}
414E U+50E7 W {僧}
414F U+5275 W {創}
4150 U+53CC W {双}
4151 U+53E2 W {叢}
4152 U+5009 W {倉}
4153 U+55AA W {喪}
4154 U+58EE W {壮}
4155 U+594F W {奏}
4156 U+723D W {爽}
4157 U+5B8B W {宋}
4158 U+5C64 W {層}
4159 U+531D W {匝}
415A U+60E3 W {惣}
415B U+60F3 W {想}
415C U+635C W {捜}
415D U+6383 W {掃}
415E U+633F W {挿}
415F U+63BB W {掻}
4160 U+64CD W {操}
4161 U+65E9 W {早}
4162 U+66F9 W {曹}
4163 U+5DE3 W {巣}
4164 U+69CD W {槍}
4165 U+69FD W {槽}
4166 U+6F15 W {漕}
4167 U+71E5 W {燥}
4168 U+4E89 W {争}
4169 U+75E9 W {痩}
416A U+76F8 W {相}
416B U+7A93 W {窓}
416C U+7CDF W {糟}
416D U+7DCF W {総}
416E U+7D9C W {綜}
416F U+8061 W {聡}
4170 U+8349 W {草}
4171 U+8358 W {荘}
4172 U+846C W {葬}
4173 U+84BC W {蒼}
4174 U+85FB W {藻}
4175 U+88C5 W {装}
4176 U+8D70 W {走}
4177 U+9001 W {送}
4178 U+906D W {遭}
4179 U+9397 W {鎗}
417A U+971C W {霜}
417B U+9A12 W {騒}
417C U+50CF W {像}
417D U+5897 W {増}
417E U+618E W {憎}
4221 U+81D3 W {臓}
4222 U+8535 W {蔵}
4223 U+8D08 W {贈}
4224 U+9020 W {造}
4225 U+4FC3 W {促}
4226 U+5074 W {側}
4227 U+5247 W {則}
4228 U+5373 W {即}
4229 U+606F W {息}
422A U+6349 W {捉}
422B U+675F W {束}
422C U+6E2C W {測}
422D U+8DB3 W {足}
422E U+901F W {速}
422F U+4FD7 W {俗}
4230 U+5C5E W {属}
4231 U+8CCA W {賊}
4232 U+65CF W {族}
4233 U+7D9A W {続}
4234 U+5352 W {卒}
4235 U+8896 W {袖}
4236 U+5176 W {其}
4237 U+63C3 W {揃}
4238 U+5B58 W {存}
4239 U+5B6B W {孫}
423A U+5C0A W {尊}
423B U+640D W {損}
423C U+6751 W {村}
423D U+905C W {遜}
423E U+4ED6 W {他}
423F U+591A W {多}
4240 U+592A W {太}
4241 U+6C70 W {汰}
4242 U+8A51 W {詑}
4243 U+553E W {唾}
4244 U+5815 W {堕}
4245 U+59A5 W {妥}
4246 U+60F0 W {惰}
4247 U+6253 W {打}
4248 U+67C1 W {柁}
4249 U+8235 W {舵}
424A U+6955 W {楕}
424B U+9640 W {陀}
424C U+99C4 W {駄}
424D U+9A28 W {騨}
424E U+4F53 W {体}
424F U+5806 W {堆}
4250 U+5BFE W {対}
4251 U+8010 W {耐}
4252 U+5CB1 W {岱}
4253 U+5E2F W {帯}
4254 U+5F85 W {待}
4255 U+6020 W {怠}
4256 U+614B W {態}
4257 U+6234 W {戴}
4258 U+66FF W {替}
4259 U+6CF0 W {泰}
425A U+6EDE W {滞}
425B U+80CE W {胎}
425C U+817F W {腿}
425D U+82D4 W {苔}
425E U+888B W {袋}
425F U+8CB8 W {貸}
4260 U+9000 W {退}
4261 U+902E W {逮}
4262 U+968A W {隊}
4263 U+9EDB W {黛}
4264 U+9BDB W {鯛}
4265 U+4EE3 W {代}
4266 U+53F0 W {台}
4267 U+5927 W {大}
4268 U+7B2C W {第}
4269 U+918D W {醍}
426A U+984C W {題}
426B U+9DF9 W {鷹}
426C U+6EDD W {滝}
426D U+7027 W {瀧}
426E U+5353 W {卓}
426F U+5544 W {啄}
4270 U+5B85 W {宅}
4271 U+6258 W {托}
4272 U+629E W {択}
4273 U+62D3 W {拓}
4274 U+6CA2 W {沢}
4275 U+6FEF W {濯}
4276 U+7422 W {琢}
4277 U+8A17 W {託}
4278 U+9438 W {鐸}
4279 U+6FC1 W {濁}
427A U+8AFE W {諾}
427B U+8338 W {茸}
427C U+51E7 W {凧}
427D U+86F8 W {蛸}
427E U+53EA W {只}
4321 U+53E9 W {叩}
4322 U+4F46 W {但}
4323 U+9054 W {達}
4324 U+8FB0 W {辰}
4325 U+596A W {奪}
4326 U+8131 W {脱}
4327 U+5DFD W {巽}
4328 U+7AEA W {竪}
4329 U+8FBF W {辿}
432A U+68DA W {棚}
432B U+8C37 W {谷}
432C U+72F8 W {狸}
432D U+9C48 W {鱈}
432E U+6A3D W {樽}
432F U+8AB0 W {誰}
4330 U+4E39 W {丹}
4331 U+5358 W {単}
4332 U+5606 W {嘆}
4333 U+5766 W {坦}
4334 U+62C5 W {担}
4335 U+63A2 W {探}
4336 U+65E6 W {旦}
4337 U+6B4E W {歎}
4338 U+6DE1 W {淡}
4339 U+6E5B W {湛}
433A U+70AD W {炭}
433B U+77ED W {短}
433C U+7AEF W {端}
433D U+7BAA W {箪}
433E U+7DBB W {綻}
433F U+803D W {耽}
4340 U+80C6 W {胆}
4341 U+86CB W {蛋}
4342 U+8A95 W {誕}
4343 U+935B W {鍛}
4344 U+56E3 W {団}
4345 U+58C7 W {壇}
4346 U+5F3E W {弾}
4347 U+65AD W {断}
4348 U+6696 W {暖}
4349 U+6A80 W {檀}
434A U+6BB5 W {段}
434B U+7537 W {男}
434C U+8AC7 W {談}
434D U+5024 W {値}
434E U+77E5 W {知}
434F U+5730 W {地}
4350 U+5F1B W {弛}
4351 U+6065 W {恥}
4352 U+667A W {智}
4353 U+6C60 W {池}
4354 U+75F4 W {痴}
4355 U+7A1A W {稚}
4356 U+7F6E W {置}
4357 U+81F4 W {致}
4358 U+8718 W {蜘}
4359 U+9045 W {遅}
435A U+99B3 W {馳}
435B U+7BC9 W {築}
435C U+755C W {畜}
435D U+7AF9 W {竹}
435E U+7B51 W {筑}
435F U+84C4 W {蓄}
4360 U+9010 W {逐}
4361 U+79E9 W {秩}
4362 U+7A92 W {窒}
4363 U+8336 W {茶}
4364 U+5AE1 W {嫡}
4365 U+7740 W {着}
4366 U+4E2D W {中}
4367 U+4EF2 W {仲}
4368 U+5B99 W {宙}
4369 U+5FE0 W {忠}
436A U+62BD W {抽}
436B U+663C W {昼}
436C U+67F1 W {柱}
436D U+6CE8 W {注}
436E U+866B W {虫}
436F U+8877 W {衷}
4370 U+8A3B W {註}
4371 U+914E W {酎}
4372 U+92F3 W {鋳}
4373 U+99D0 W {駐}
4374 U+6A17 W {樗}
4375 U+7026 W {瀦}
4376 U+732A W {猪}
4377 U+82E7 W {苧}
4378 U+8457 W {著}
4379 U+8CAF W {貯}
437A U+4E01 W {丁}
437B U+5146 W {兆}
437C U+51CB W {凋}
437D U+558B W {喋}
437E U+5BF5 W {寵}
4421 U+5E16 W {帖}
4422 U+5E33 W {帳}
4423 U+5E81 W {庁}
4424 U+5F14 W {弔}
4425 U+5F35 W {張}
4426 U+5F6B W {彫}
4427 U+5FB4 W {徴}
4428 U+61F2 W {懲}
4429 U+6311 W {挑}
442A U+66A2 W {暢}
442B U+671D W {朝}
442C U+6F6E W {潮}
442D U+7252 W {牒}
442E U+753A W {町}
442F U+773A W {眺}
4430 U+8074 W {聴}
4431 U+8139 W {脹}
4432 U+8178 W {腸}
4433 U+8776 W {蝶}
4434 U+8ABF W {調}
4435 U+8ADC W {諜}
4436 U+8D85 W {超}
4437 U+8DF3 W {跳}
4438 U+929A W {銚}
4439 U+9577 W {長}
443A U+9802 W {頂}
443B U+9CE5 W {鳥}
443C U+52C5 W {勅}
443D U+6357 W {捗}
443E U+76F4 W {直}
443F U+6715 W {朕}
4440 U+6C88 W {沈}
4441 U+73CD W {珍}
4442 U+8CC3 W {賃}
4443 U+93AE W {鎮}
4444 U+9673 W {陳}
4445 U+6D25 W {津}
4446 U+589C W {墜}
4447 U+690E W {椎}
4448 U+69CC W {槌}
4449 U+8FFD W {追}
444A U+939A W {鎚}
444B U+75DB W {痛}
444C U+901A W {通}
444D U+585A W {塚}
444E U+6802 W {栂}
444F U+63B4 W {掴}
4450 U+69FB W {槻}
4451 U+4F43 W {佃}
4452 U+6F2C W {漬}
4453 U+67D8 W {柘}
4454 U+8FBB W {辻}
4455 U+8526 W {蔦}
4456 U+7DB4 W {綴}
4457 U+9354 W {鍔}
4458 U+693F W {椿}
4459 U+6F70 W {潰}
445A U+576A W {坪}
445B U+58F7 W {壷}
445C U+5B2C W {嬬}
445D U+7D2C W {紬}
445E U+722A W {爪}
445F U+540A W {吊}
4460 U+91E3 W {釣}
4461 U+9DB4 W {鶴}
4462 U+4EAD W {亭}
4463 U+4F4E W {低}
4464 U+505C W {停}
4465 U+5075 W {偵}
4466 U+5243 W {剃}
4467 U+8C9E W {貞}
4468 U+5448 W {呈}
4469 U+5824 W {堤}
446A U+5B9A W {定}
446B U+5E1D W {帝}
446C U+5E95 W {底}
446D U+5EAD W {庭}
446E U+5EF7 W {廷}
446F U+5F1F W {弟}
4470 U+608C W {悌}
4471 U+62B5 W {抵}
4472 U+633A W {挺}
4473 U+63D0 W {提}
4474 U+68AF W {梯}
4475 U+6C40 W {汀}
4476 U+7887 W {碇}
4477 U+798E W {禎}
4478 U+7A0B W {程}
4479 U+7DE0 W {締}
447A U+8247 W {艇}
447B U+8A02 W {訂}
447C U+8AE6 W {諦}
447D U+8E44 W {蹄}
447E U+9013 W {逓}
4521 U+90B8 W {邸}
4522 U+912D W {鄭}
4523 U+91D8 W {釘}
4524 U+9F0E W {鼎}
4525 U+6CE5 W {泥}
4526 U+6458 W {摘}
4527 U+64E2 W {擢}
4528 U+6575 W {敵}
4529 U+6EF4 W {滴}
452A U+7684 W {的}
452B U+7B1B W {笛}
452C U+9069 W {適}
452D U+93D1 W {鏑}
452E U+6EBA W {溺}
452F U+54F2 W {哲}
4530 U+5FB9 W {徹}
4531 U+64A4 W {撤}
4532 U+8F4D W {轍}
4533 U+8FED W {迭}
4534 U+9244 W {鉄}
4535 U+5178 W {典}
4536 U+586B W {填}
4537 U+5929 W {天}
4538 U+5C55 W {展}
4539 U+5E97 W {店}
453A U+6DFB W {添}
453B U+7E8F W {纏}
453C U+751C W {甜}
453D U+8CBC W {貼}
453E U+8EE2 W {転}
453F U+985B W {顛}
4540 U+70B9 W {点}
4541 U+4F1D W {伝}
4542 U+6BBF W {殿}
4543 U+6FB1 W {澱}
4544 U+7530 W {田}
4545 U+96FB W {電}
4546 U+514E W {兎}
4547 U+5410 W {吐}
4548 U+5835 W {堵}
4549 U+5857 W {塗}
454A U+59AC W {妬}
454B U+5C60 W {屠}
454C U+5F92 W {徒}
454D U+6597 W {斗}
454E U+675C W {杜}
454F U+6E21 W {渡}
4550 U+767B W {登}
4551 U+83DF W {菟}
4552 U+8CED W {賭}
4553 U+9014 W {途}
4554 U+90FD W {都}
4555 U+934D W {鍍}
4556 U+7825 W {砥}
4557 U+783A W {砺}
4558 U+52AA W {努}
4559 U+5EA6 W {度}
455A U+571F W {土}
455B U+5974 W {奴}
455C U+6012 W {怒}
455D U+5012 W {倒}
455E U+515A W {党}
455F U+51AC W {冬}
4560 U+51CD W {凍}
4561 U+5200 W {刀}
4562 U+5854 W {塔}
4563 U+5858 W {塘}
4564 U+5957 W {套}
4565 U+5B95 W {宕}
4566 U+5CF6 W {島}
4567 U+5D8B W {嶋}
4568 U+60BC W {悼}
4569 U+6295 W {投}
456A U+642D W {搭}
456B U+6771 W {東}
456C U+6843 W {桃}
456D U+68BC W {梼}
456E U+68DF W {棟}
4570 U+76D7 W {盗}
4571 U+6DD8 W {淘}
4572 U+6E6F W {湯}
4573 U+6D9B W {涛}
4574 U+706F W {灯}
4575 U+71C8 W {燈}
4576 U+5F53 W {当}
4577 U+75D8 W {痘}
4578 U+7977 W {祷}
4579 U+7B49 W {等}
457A U+7B54 W {答}
457B U+7B52 W {筒}
457C U+7D71 W {統}
457D U+5230 W {到}
4621 U+8463 W {董}
4622 U+8569 W {蕩}
4623 U+85E4 W {藤}
4624 U+8A0E W {討}
4625 U+8B04 W {謄}
4626 U+8C46 W {豆}
4627 U+8E0F W {踏}
4628 U+9003 W {逃}
4629 U+900F W {透}
462A U+9419 W {鐙}
462B U+9676 W {陶}
462C U+982D W {頭}
462D U+9A30 W {騰}
462E U+95D8 W {闘}
462F U+50CD W {働}
4630 U+52D5 W {動}
4631 U+540C W {同}
4632 U+5802 W {堂}
4633 U+5C0E W {導}
4634 U+61A7 W {憧}
4635 U+649E W {撞}
4636 U+6D1E W {洞}
4637 U+77B3 W {瞳}
4638 U+7AE5 W {童}
4639 U+80F4 W {胴}
463A U+8404 W {萄}
463B U+9053 W {道}
463C U+9285 W {銅}
463D U+5CE0 W {峠}
463E U+9D07 W {鴇}
463F U+533F W {匿}
4640 U+5F97 W {得}
4641 U+5FB3 W {徳}
4642 U+6D9C W {涜}
4643 U+7279 W {特}
4644 U+7763 W {督}
4645 U+79BF W {禿}
4646 U+7BE4 W {篤}
4647 U+6BD2 W {毒}
4648 U+72EC W {独}
4649 U+8AAD W {読}
464A U+6803 W {栃}
464B U+6A61 W {橡}
464C U+51F8 W {凸}
464D U+7A81 W {突}
464E U+6934 W {椴}
464F U+5C4A W {届}
4650 U+9CF6 W {鳶}
4651 U+82EB W {苫}
4652 U+5BC5 W {寅}
4653 U+9149 W {酉}
4654 U+701E W {瀞}
4655 U+5678 W {噸}
4656 U+5C6F W {屯}
4657 U+60C7 W {惇}
4658 U+6566 W {敦}
4659 U+6C8C W {沌}
465A U+8C5A W {豚}
465B U+9041 W {遁}
465C U+9813 W {頓}
465D U+5451 W {呑}
465E U+66C7 W {曇}
465F U+920D W {鈍}
4660 U+5948 W {奈}
4661 U+90A3 W {那}
4662 U+5185 W {内}
4663 U+4E4D W {乍}
4664 U+51EA W {凪}
4665 U+8599 W {薙}
4666 U+8B0E W {謎}
4667 U+7058 W {灘}
4668 U+637A W {捺}
4669 U+934B W {鍋}
466A U+6962 W {楢}
466B U+99B4 W {馴}
466C U+7E04 W {縄}
466D U+7577 W {畷}
466E U+5357 W {南}
466F U+6960 W {楠}
4670 U+8EDF W {軟}
4671 U+96E3 W {難}
4672 U+6C5D W {汝}
4673 U+4E8C W {二}
4674 U+5C3C W {尼}
4675 U+5F10 W {弐}
4676 U+8FE9 W {迩}
4677 U+5302 W {匂}
4678 U+8CD1 W {賑}
4679 U+8089 W {肉}
467A U+8679 W {虹}
467B U+5EFF W {廿}
467C U+65E5 W {日}
467D U+4E73 W {乳}
467E U+5165 W {入}
4721 U+5982 W {如}
4722 U+5C3F W {尿}
4723 U+97EE W {韮}
4724 U+4EFB W {任}
4725 U+598A W {妊}
4726 U+5FCD W {忍}
4727 U+8A8D W {認}
4728 U+6FE1 W {濡}
4729 U+79B0 W {禰}
472A U+7962 W {祢}
472B U+5BE7 W {寧}
472C U+8471 W {葱}
472D U+732B W {猫}
472E U+71B1 W {熱}
472F U+5E74 W {年}
4730 U+5FF5 W {念}
4731 U+637B W {捻}
4732 U+649A W {撚}
4733 U+71C3 W {燃}
4734 U+7C98 W {粘}
4735 U+4E43 W {乃}
4736 U+5EFC W {廼}
4737 U+4E4B W {之}
4738 U+57DC W {埜}
4739 U+56A2 W {嚢}
473A U+60A9 W {悩}
473B U+6FC3 W {濃}
473C U+7D0D W {納}
473D U+80FD W {能}
473E U+8133 W {脳}
473F U+81BF W {膿}
4740 U+8FB2 W {農}
4741 U+8997 W {覗}
4742 U+86A4 W {蚤}
4743 U+5DF4 W {巴}
4744 U+628A W {把}
4745 U+64AD W {播}
4746 U+8987 W {覇}
4747 U+6777 W {杷}
4748 U+6CE2 W {波}
4749 U+6D3E W {派}
474A U+7436 W {琶}
474B U+7834 W {破}
474C U+5A46 W {婆}
474D U+7F75 W {罵}
474E U+82AD W {芭}
474F U+99AC W {馬}
4750 U+4FF3 W {俳}
4751 U+5EC3 W {廃}
4752 U+62DD W {拝}
4753 U+6392 W {排}
4754 U+6557 W {敗}
4755 U+676F W {杯}
4756 U+76C3 W {盃}
4757 U+724C W {牌}
4758 U+80CC W {背}
4759 U+80BA W {肺}
475A U+8F29 W {輩}
475B U+914D W {配}
475C U+500D W {倍}
475D U+57F9 W {培}
475E U+5A92 W {媒}
475F U+6885 W {梅}
4760 U+6973 W {楳}
4761 U+7164 W {煤}
4762 U+72FD W {狽}
4763 U+8CB7 W {買}
4764 U+58F2 W {売}
4765 U+8CE0 W {賠}
4766 U+966A W {陪}
4767 U+9019 W {這}
4768 U+877F W {蝿}
4769 U+79E4 W {秤}
476A U+77E7 W {矧}
476B U+8429 W {萩}
476C U+4F2F W {伯}
476D U+5265 W {剥}
476E U+535A W {博}
476F U+62CD W {拍}
4770 U+67CF W {柏}
4771 U+6CCA W {泊}
4772 U+767D W {白}
4773 U+7B94 W {箔}
4774 U+7C95 W {粕}
4775 U+8236 W {舶}
4776 U+8584 W {薄}
4777 U+8FEB W {迫}
4778 U+66DD W {曝}
4779 U+6F20 W {漠}
477A U+7206 W {爆}
477B U+7E1B W {縛}
477C U+83AB W {莫}
477D U+99C1 W {駁}
477E U+9EA6 W {麦}
4821 U+51FD W {函}
4822 U+7BB1 W {箱}
4823 U+7872 W {硲}
4824 U+7BB8 W {箸}
4825 U+8087 W {肇}
4826 U+7B48 W {筈}
4827 U+6AE8 W {櫨}
4828 U+5E61 W {幡}
4829 U+808C W {肌}
482A U+7551 W {畑}
482B U+7560 W {畠}
482C U+516B W {八}
482D U+9262 W {鉢}
482E U+6E8C W {溌}
482F U+767A W {発}
4830 U+9197 W {醗}
4831 U+9AEA W {髪}
4832 U+4F10 W {伐}
4833 U+7F70 W {罰}
4834 U+629C W {抜}
4835 U+7B4F W {筏}
4836 U+95A5 W {閥}
4837 U+9CE9 W {鳩}
4838 U+567A W {噺}
4839 U+5859 W {塙}
483A U+86E4 W {蛤}
483B U+96BC W {隼}
483C U+4F34 W {伴}
483D U+5224 W {判}
483E U+534A W {半}
483F U+53CD W {反}
4840 U+53DB W {叛}
4841 U+5E06 W {帆}
4842 U+642C W {搬}
4843 U+6591 W {斑}
4844 U+677F W {板}
4845 U+6C3E W {氾}
4846 U+6C4E W {汎}
4847 U+7248 W {版}
4848 U+72AF W {犯}
4849 U+73ED W {班}
484A U+7554 W {畔}
484B U+7E41 W {繁}
484C U+822C W {般}
484D U+85E9 W {藩}
484E U+8CA9 W {販}
484F U+7BC4 W {範}
4850 U+91C6 W {釆}
4851 U+7169 W {煩}
4852 U+9812 W {頒}
4853 U+98EF W {飯}
4854 U+633D W {挽}
4855 U+6669 W {晩}
4856 U+756A W {番}
4857 U+76E4 W {盤}
4858 U+78D0 W {磐}
4859 U+8543 W {蕃}
485A U+86EE W {蛮}
485B U+532A W {匪}
485C U+5351 W {卑}
485D U+5426 W {否}
485E U+5983 W {妃}
485F U+5E87 W {庇}
4860 U+5F7C W {彼}
4861 U+60B2 W {悲}
4862 U+6249 W {扉}
4863 U+6279 W {批}
4864 U+62AB W {披}
4865 U+6590 W {斐}
4866 U+6BD4 W {比}
4867 U+6CCC W {泌}
4868 U+75B2 W {疲}
4869 U+76AE W {皮}
486A U+7891 W {碑}
486B U+79D8 W {秘}
486C U+7DCB W {緋}
486D U+7F77 W {罷}
486E U+80A5 W {肥}
486F U+88AB W {被}
4870 U+8AB9 W {誹}
4871 U+8CBB W {費}
4872 U+907F W {避}
4873 U+975E W {非}
4874 U+98DB W {飛}
4875 U+6A0B W {樋}
4876 U+7C38 W {簸}
4877 U+5099 W {備}
4878 U+5C3E W {尾}
4879 U+5FAE W {微}
487A U+6787 W {枇}
487B U+6BD8 W {毘}
487C U+7435 W {琵}
487D U+7709 W {眉}
487E U+7F8E W {美}
4921 U+9F3B W {鼻}
4922 U+67CA W {柊}
4923 U+7A17 W {稗}
4924 U+5339 W {匹}
4925 U+758B W {疋}
4926 U+9AED W {髭}
4927 U+5F66 W {彦}
