JIS X 0208 由来の Unicode 文字全部


Unicode® Standard Annex #11
East Asian Width
http://www.unicode.org/reports/tr11/


属性		意味
--------------------------------
F   Fullwidth	常に全角 (2 幅)
H   Halfwidth	常に半角 (1 幅)
W   Wide	全角で表示される
Na  Narrow	半角で表示される
A   Ambiguous	環境依存
N   Neutral	幅の概念がない


JIS UNICODE 属{字}
------------------
6764 U+822E W {舮}
6765 U+8271 W {艱}
6766 U+8277 W {艷}
6767 U+8278 W {艸}
6768 U+827E W {艾}
6769 U+828D W {芍}
676A U+8292 W {芒}
676B U+82AB W {芫}
676C U+829F W {芟}
676D U+82BB W {芻}
676E U+82AC W {芬}
676F U+82E1 W {苡}
6770 U+82E3 W {苣}
6771 U+82DF W {苟}
6772 U+82D2 W {苒}
6773 U+82F4 W {苴}
6774 U+82F3 W {苳}
6775 U+82FA W {苺}
6776 U+8393 W {莓}
6777 U+8303 W {范}
6778 U+82FB W {苻}
6779 U+82F9 W {苹}
677A U+82DE W {苞}
677B U+8306 W {茆}
677C U+82DC W {苜}
677D U+8309 W {茉}
677E U+82D9 W {苙}
6821 U+8335 W {茵}
6822 U+8334 W {茴}
6823 U+8316 W {茖}
6824 U+8332 W {茲}
6825 U+8331 W {茱}
6826 U+8340 W {荀}
6827 U+8339 W {茹}
6828 U+8350 W {荐}
6829 U+8345 W {荅}
682A U+832F W {茯}
682B U+832B W {茫}
682C U+8317 W {茗}
682D U+8318 W {茘}
682E U+8385 W {莅}
682F U+839A W {莚}
6830 U+83AA W {莪}
6831 U+839F W {莟}
6832 U+83A2 W {莢}
6833 U+8396 W {莖}
6834 U+8323 W {茣}
6835 U+838E W {莎}
6836 U+8387 W {莇}
6837 U+838A W {莊}
6838 U+837C W {荼}
6839 U+83B5 W {莵}
683A U+8373 W {荳}
683B U+8375 W {荵}
683C U+83A0 W {莠}
683D U+8389 W {莉}
683E U+83A8 W {莨}
683F U+83F4 W {菴}
6840 U+8413 W {萓}
6841 U+83EB W {菫}
6842 U+83CE W {菎}
6843 U+83FD W {菽}
6844 U+8403 W {萃}
6845 U+83D8 W {菘}
6846 U+840B W {萋}
6847 U+83C1 W {菁}
6848 U+83F7 W {菷}
6849 U+8407 W {萇}
684A U+83E0 W {菠}
684B U+83F2 W {菲}
684C U+840D W {萍}
684D U+8422 W {萢}
684E U+8420 W {萠}
684F U+83BD W {莽}
6850 U+8438 W {萸}
6851 U+8506 W {蔆}
6852 U+83FB W {菻}
6853 U+846D W {葭}
6854 U+842A W {萪}
6855 U+843C W {萼}
6856 U+855A W {蕚}
6857 U+8484 W {蒄}
6858 U+8477 W {葷}
6859 U+846B W {葫}
685A U+84AD W {蒭}
685B U+846E W {葮}
685C U+8482 W {蒂}
685D U+8469 W {葩}
685E U+8446 W {葆}
685F U+842C W {萬}
6860 U+846F W {葯}
6861 U+8479 W {葹}
6862 U+8435 W {萵}
6863 U+84CA W {蓊}
6864 U+8462 W {葢}
6865 U+84B9 W {蒹}
6866 U+84BF W {蒿}
6867 U+849F W {蒟}
6868 U+84D9 W {蓙}
6869 U+84CD W {蓍}
686A U+84BB W {蒻}
686B U+84DA W {蓚}
686C U+84D0 W {蓐}
686D U+84C1 W {蓁}
686E U+84C6 W {蓆}
686F U+84D6 W {蓖}
6870 U+84A1 W {蒡}
6871 U+8521 W {蔡}
6872 U+84FF W {蓿}
6873 U+84F4 W {蓴}
6874 U+8517 W {蔗}
6875 U+8518 W {蔘}
6876 U+852C W {蔬}
6877 U+851F W {蔟}
6878 U+8515 W {蔕}
6879 U+8514 W {蔔}
687A U+84FC W {蓼}
687B U+8540 W {蕀}
687C U+8563 W {蕣}
687D U+8558 W {蕘}
687E U+8548 W {蕈}
6921 U+8541 W {蕁}
6922 U+8602 W {蘂}
6923 U+854B W {蕋}
6924 U+8555 W {蕕}
6925 U+8580 W {薀}
6926 U+85A4 W {薤}
6927 U+8588 W {薈}
6928 U+8591 W {薑}
6929 U+858A W {薊}
692A U+85A8 W {薨}
692B U+856D W {蕭}
692C U+8594 W {薔}
692D U+859B W {薛}
692E U+85EA W {藪}
692F U+8587 W {薇}
6930 U+859C W {薜}
6931 U+8577 W {蕷}
6932 U+857E W {蕾}
6933 U+8590 W {薐}
6934 U+85C9 W {藉}
6935 U+85BA W {薺}
6936 U+85CF W {藏}
6937 U+85B9 W {薹}
6938 U+85D0 W {藐}
6939 U+85D5 W {藕}
693A U+85DD W {藝}
693B U+85E5 W {藥}
693C U+85DC W {藜}
693D U+85F9 W {藹}
693E U+860A W {蘊}
693F U+8613 W {蘓}
6940 U+860B W {蘋}
6941 U+85FE W {藾}
6942 U+85FA W {藺}
6943 U+8606 W {蘆}
6944 U+8622 W {蘢}
6945 U+861A W {蘚}
6946 U+8630 W {蘰}
6947 U+863F W {蘿}
6948 U+864D W {虍}
6949 U+4E55 W {乕}
694A U+8654 W {虔}
694B U+865F W {號}
694C U+8667 W {虧}
694D U+8671 W {虱}
694E U+8693 W {蚓}
694F U+86A3 W {蚣}
6950 U+86A9 W {蚩}
6951 U+86AA W {蚪}
6952 U+868B W {蚋}
6953 U+868C W {蚌}
6954 U+86B6 W {蚶}
6955 U+86AF W {蚯}
6956 U+86C4 W {蛄}
6957 U+86C6 W {蛆}
6958 U+86B0 W {蚰}
6959 U+86C9 W {蛉}
695A U+8823 W {蠣}
695B U+86AB W {蚫}
695C U+86D4 W {蛔}
695D U+86DE W {蛞}
695E U+86E9 W {蛩}
695F U+86EC W {蛬}
6960 U+86DF W {蛟}
6961 U+86DB W {蛛}
6962 U+86EF W {蛯}
6963 U+8712 W {蜒}
6964 U+8706 W {蜆}
6965 U+8708 W {蜈}
6966 U+8700 W {蜀}
6967 U+8703 W {蜃}
6968 U+86FB W {蛻}
6969 U+8711 W {蜑}
696A U+8709 W {蜉}
696B U+870D W {蜍}
696C U+86F9 W {蛹}
696D U+870A W {蜊}
696E U+8734 W {蜴}
696F U+873F W {蜿}
6970 U+8737 W {蜷}
6971 U+873B W {蜻}
6972 U+8725 W {蜥}
6973 U+8729 W {蜩}
6974 U+871A W {蜚}
6975 U+8760 W {蝠}
6976 U+875F W {蝟}
6977 U+8778 W {蝸}
6978 U+874C W {蝌}
6979 U+874E W {蝎}
697A U+8774 W {蝴}
697B U+8757 W {蝗}
697C U+8768 W {蝨}
697D U+876E W {蝮}
697E U+8759 W {蝙}
6A21 U+8753 W {蝓}
6A22 U+8763 W {蝣}
6A23 U+876A W {蝪}
6A24 U+8805 W {蠅}
6A25 U+87A2 W {螢}
6A26 U+879F W {螟}
6A27 U+8782 W {螂}
6A28 U+87AF W {螯}
6A29 U+87CB W {蟋}
6A2A U+87BD W {螽}
6A2B U+87C0 W {蟀}
6A2C U+87D0 W {蟐}
6A2D U+96D6 W {雖}
6A2E U+87AB W {螫}
6A2F U+87C4 W {蟄}
6A30 U+87B3 W {螳}
6A31 U+87C7 W {蟇}
6A32 U+87C6 W {蟆}
6A33 U+87BB W {螻}
6A34 U+87EF W {蟯}
6A35 U+87F2 W {蟲}
6A36 U+87E0 W {蟠}
6A37 U+880F W {蠏}
6A38 U+880D W {蠍}
6A39 U+87FE W {蟾}
6A3A U+87F6 W {蟶}
6A3B U+87F7 W {蟷}
6A3C U+880E W {蠎}
6A3D U+87D2 W {蟒}
6A3E U+8811 W {蠑}
6A3F U+8816 W {蠖}
6A40 U+8815 W {蠕}
6A41 U+8822 W {蠢}
6A42 U+8821 W {蠡}
6A43 U+8831 W {蠱}
6A44 U+8836 W {蠶}
6A45 U+8839 W {蠹}
6A46 U+8827 W {蠧}
6A47 U+883B W {蠻}
6A48 U+8844 W {衄}
6A49 U+8842 W {衂}
6A4A U+8852 W {衒}
6A4B U+8859 W {衙}
6A4C U+885E W {衞}
6A4D U+8862 W {衢}
6A4E U+886B W {衫}
6A4F U+8881 W {袁}
6A50 U+887E W {衾}
6A51 U+889E W {袞}
6A52 U+8875 W {衵}
6A53 U+887D W {衽}
6A54 U+88B5 W {袵}
6A55 U+8872 W {衲}
6A56 U+8882 W {袂}
6A57 U+8897 W {袗}
6A58 U+8892 W {袒}
6A59 U+88AE W {袮}
6A5A U+8899 W {袙}
6A5B U+88A2 W {袢}
6A5C U+888D W {袍}
6A5D U+88A4 W {袤}
6A5E U+88B0 W {袰}
6A5F U+88BF W {袿}
6A60 U+88B1 W {袱}
6A61 U+88C3 W {裃}
6A62 U+88C4 W {裄}
6A63 U+88D4 W {裔}
6A64 U+88D8 W {裘}
6A65 U+88D9 W {裙}
6A66 U+88DD W {裝}
6A67 U+88F9 W {裹}
6A68 U+8902 W {褂}
6A69 U+88FC W {裼}
6A6A U+88F4 W {裴}
6A6B U+88E8 W {裨}
6A6C U+88F2 W {裲}
6A6D U+8904 W {褄}
6A6E U+890C W {褌}
6A6F U+890A W {褊}
6A70 U+8913 W {褓}
6A71 U+8943 W {襃}
6A72 U+891E W {褞}
6A73 U+8925 W {褥}
6A74 U+892A W {褪}
6A75 U+892B W {褫}
6A76 U+8941 W {襁}
6A77 U+8944 W {襄}
6A78 U+893B W {褻}
6A79 U+8936 W {褶}
6A7A U+8938 W {褸}
6A7B U+894C W {襌}
6A7C U+891D W {褝}
6A7D U+8960 W {襠}
6A7E U+895E W {襞}
6B21 U+8966 W {襦}
6B22 U+8964 W {襤}
6B23 U+896D W {襭}
6B24 U+896A W {襪}
6B25 U+896F W {襯}
6B26 U+8974 W {襴}
6B27 U+8977 W {襷}
6B28 U+897E W {襾}
6B29 U+8983 W {覃}
6B2A U+8988 W {覈}
6B2B U+898A W {覊}
6B2C U+8993 W {覓}
6B2D U+8998 W {覘}
6B2E U+89A1 W {覡}
6B2F U+89A9 W {覩}
6B30 U+89A6 W {覦}
6B31 U+89AC W {覬}
6B32 U+89AF W {覯}
6B33 U+89B2 W {覲}
6B34 U+89BA W {覺}
6B35 U+89BD W {覽}
6B36 U+89BF W {覿}
6B37 U+89C0 W {觀}
6B38 U+89DA W {觚}
6B39 U+89DC W {觜}
6B3A U+89DD W {觝}
6B3B U+89E7 W {觧}
6B3C U+89F4 W {觴}
6B3D U+89F8 W {觸}
6B3E U+8A03 W {訃}
6B3F U+8A16 W {訖}
6B40 U+8A10 W {訐}
6B41 U+8A0C W {訌}
6B42 U+8A1B W {訛}
6B43 U+8A1D W {訝}
6B44 U+8A25 W {訥}
6B45 U+8A36 W {訶}
6B46 U+8A41 W {詁}
6B47 U+8A5B W {詛}
6B48 U+8A52 W {詒}
6B49 U+8A46 W {詆}
6B4A U+8A48 W {詈}
6B4B U+8A7C W {詼}
6B4C U+8A6D W {詭}
6B4D U+8A6C W {詬}
6B4E U+8A62 W {詢}
6B4F U+8A85 W {誅}
6B50 U+8A82 W {誂}
6B51 U+8A84 W {誄}
6B52 U+8AA8 W {誨}
6B53 U+8AA1 W {誡}
6B54 U+8A91 W {誑}
6B55 U+8AA5 W {誥}
6B56 U+8AA6 W {誦}
6B57 U+8A9A W {誚}
6B58 U+8AA3 W {誣}
6B59 U+8AC4 W {諄}
6B5A U+8ACD W {諍}
6B5B U+8AC2 W {諂}
6B5C U+8ADA W {諚}
6B5D U+8AEB W {諫}
6B5E U+8AF3 W {諳}
6B5F U+8AE7 W {諧}
6B60 U+8AE4 W {諤}
6B61 U+8AF1 W {諱}
6B62 U+8B14 W {謔}
6B63 U+8AE0 W {諠}
6B64 U+8AE2 W {諢}
6B65 U+8AF7 W {諷}
6B66 U+8ADE W {諞}
6B67 U+8ADB W {諛}
6B68 U+8B0C W {謌}
6B69 U+8B07 W {謇}
6B6A U+8B1A W {謚}
6B6B U+8AE1 W {諡}
6B6C U+8B16 W {謖}
6B6D U+8B10 W {謐}
6B6E U+8B17 W {謗}
6B6F U+8B20 W {謠}
6B70 U+8B33 W {謳}
6B71 U+97AB W {鞫}
6B72 U+8B26 W {謦}
6B73 U+8B2B W {謫}
6B74 U+8B3E W {謾}
6B75 U+8B28 W {謨}
6B76 U+8B41 W {譁}
6B77 U+8B4C W {譌}
6B78 U+8B4F W {譏}
6B79 U+8B4E W {譎}
6B7A U+8B49 W {證}
6B7B U+8B56 W {譖}
6B7C U+8B5B W {譛}
6B7D U+8B5A W {譚}
6B7E U+8B6B W {譫}
6C21 U+8B5F W {譟}
6C22 U+8B6C W {譬}
6C23 U+8B6F W {譯}
6C24 U+8B74 W {譴}
6C25 U+8B7D W {譽}
6C26 U+8B80 W {讀}
6C27 U+8B8C W {讌}
6C28 U+8B8E W {讎}
6C29 U+8B92 W {讒}
6C2A U+8B93 W {讓}
6C2B U+8B96 W {讖}
6C2C U+8B99 W {讙}
6C2D U+8B9A W {讚}
6C2E U+8C3A W {谺}
6C2F U+8C41 W {豁}
6C30 U+8C3F W {谿}
6C31 U+8C48 W {豈}
6C32 U+8C4C W {豌}
6C33 U+8C4E W {豎}
6C34 U+8C50 W {豐}
6C35 U+8C55 W {豕}
6C36 U+8C62 W {豢}
6C37 U+8C6C W {豬}
6C38 U+8C78 W {豸}
6C39 U+8C7A W {豺}
6C3A U+8C82 W {貂}
6C3B U+8C89 W {貉}
6C3C U+8C85 W {貅}
6C3D U+8C8A W {貊}
6C3E U+8C8D W {貍}
6C3F U+8C8E W {貎}
6C40 U+8C94 W {貔}
6C41 U+8C7C W {豼}
6C42 U+8C98 W {貘}
6C43 U+621D W {戝}
6C44 U+8CAD W {貭}
6C45 U+8CAA W {貪}
6C46 U+8CBD W {貽}
6C47 U+8CB2 W {貲}
6C48 U+8CB3 W {貳}
6C49 U+8CAE W {貮}
6C4A U+8CB6 W {貶}
6C4B U+8CC8 W {賈}
6C4C U+8CC1 W {賁}
6C4D U+8CE4 W {賤}
6C4E U+8CE3 W {賣}
6C4F U+8CDA W {賚}
6C50 U+8CFD W {賽}
6C51 U+8CFA W {賺}
6C52 U+8CFB W {賻}
6C53 U+8D04 W {贄}
6C54 U+8D05 W {贅}
6C55 U+8D0A W {贊}
6C56 U+8D07 W {贇}
6C57 U+8D0F W {贏}
6C58 U+8D0D W {贍}
6C59 U+8D10 W {贐}
6C5A U+9F4E W {齎}
6C5B U+8D13 W {贓}
6C5C U+8CCD W {賍}
6C5D U+8D14 W {贔}
6C5E U+8D16 W {贖}
6C5F U+8D67 W {赧}
6C60 U+8D6D W {赭}
6C61 U+8D71 W {赱}
6C62 U+8D73 W {赳}
6C63 U+8D81 W {趁}
6C64 U+8D99 W {趙}
6C65 U+8DC2 W {跂}
6C66 U+8DBE W {趾}
6C67 U+8DBA W {趺}
6C68 U+8DCF W {跏}
6C69 U+8DDA W {跚}
6C6A U+8DD6 W {跖}
6C6B U+8DCC W {跌}
6C6C U+8DDB W {跛}
6C6D U+8DCB W {跋}
6C6E U+8DEA W {跪}
6C6F U+8DEB W {跫}
6C70 U+8DDF W {跟}
6C71 U+8DE3 W {跣}
6C72 U+8DFC W {跼}
6C73 U+8E08 W {踈}
6C74 U+8E09 W {踉}
6C75 U+8DFF W {跿}
6C76 U+8E1D W {踝}
6C77 U+8E1E W {踞}
6C78 U+8E10 W {踐}
6C79 U+8E1F W {踟}
6C7A U+8E42 W {蹂}
6C7B U+8E35 W {踵}
6C7C U+8E30 W {踰}
6C7D U+8E34 W {踴}
6C7E U+8E4A W {蹊}
6D21 U+8E47 W {蹇}
6D22 U+8E49 W {蹉}
6D23 U+8E4C W {蹌}
6D24 U+8E50 W {蹐}
6D25 U+8E48 W {蹈}
6D26 U+8E59 W {蹙}
6D27 U+8E64 W {蹤}
6D28 U+8E60 W {蹠}
6D29 U+8E2A W {踪}
6D2A U+8E63 W {蹣}
6D2B U+8E55 W {蹕}
6D2C U+8E76 W {蹶}
6D2D U+8E72 W {蹲}
6D2E U+8E7C W {蹼}
6D2F U+8E81 W {躁}
6D30 U+8E87 W {躇}
6D31 U+8E85 W {躅}
6D32 U+8E84 W {躄}
6D33 U+8E8B W {躋}
6D34 U+8E8A W {躊}
6D35 U+8E93 W {躓}
6D36 U+8E91 W {躑}
6D37 U+8E94 W {躔}
6D38 U+8E99 W {躙}
6D39 U+8EAA W {躪}
6D3A U+8EA1 W {躡}
6D3B U+8EAC W {躬}
6D3C U+8EB0 W {躰}
6D3D U+8EC6 W {軆}
6D3E U+8EB1 W {躱}
6D3F U+8EBE W {躾}
6D40 U+8EC5 W {軅}
6D41 U+8EC8 W {軈}
6D42 U+8ECB W {軋}
6D43 U+8EDB W {軛}
6D44 U+8EE3 W {軣}
6D45 U+8EFC W {軼}
6D46 U+8EFB W {軻}
6D47 U+8EEB W {軫}
6D48 U+8EFE W {軾}
6D49 U+8F0A W {輊}
6D4A U+8F05 W {輅}
6D4B U+8F15 W {輕}
6D4C U+8F12 W {輒}
6D4D U+8F19 W {輙}
6D4E U+8F13 W {輓}
6D4F U+8F1C W {輜}
6D50 U+8F1F W {輟}
6D51 U+8F1B W {輛}
6D52 U+8F0C W {輌}
6D53 U+8F26 W {輦}
6D54 U+8F33 W {輳}
6D55 U+8F3B W {輻}
6D56 U+8F39 W {輹}
6D57 U+8F45 W {轅}
6D58 U+8F42 W {轂}
6D59 U+8F3E W {輾}
6D5A U+8F4C W {轌}
6D5B U+8F49 W {轉}
6D5C U+8F46 W {轆}
6D5D U+8F4E W {轎}
6D5E U+8F57 W {轗}
6D5F U+8F5C W {轜}
6D60 U+8F62 W {轢}
6D61 U+8F63 W {轣}
6D62 U+8F64 W {轤}
6D63 U+8F9C W {辜}
6D64 U+8F9F W {辟}
6D65 U+8FA3 W {辣}
6D66 U+8FAD W {辭}
6D67 U+8FAF W {辯}
6D68 U+8FB7 W {辷}
6D69 U+8FDA W {迚}
6D6A U+8FE5 W {迥}
6D6B U+8FE2 W {迢}
6D6C U+8FEA W {迪}
6D6D U+8FEF W {迯}
6D6E U+9087 W {邇}
6D6F U+8FF4 W {迴}
6D70 U+9005 W {逅}
6D71 U+8FF9 W {迹}
6D72 U+8FFA W {迺}
6D73 U+9011 W {逑}
6D74 U+9015 W {逕}
6D75 U+9021 W {逡}
6D76 U+900D W {逍}
6D77 U+901E W {逞}
6D78 U+9016 W {逖}
6D79 U+900B W {逋}
6D7A U+9027 W {逧}
6D7B U+9036 W {逶}
6D7C U+9035 W {逵}
6D7D U+9039 W {逹}
6D7E U+8FF8 W {迸}
6E21 U+904F W {遏}
6E22 U+9050 W {遐}
6E23 U+9051 W {遑}
6E24 U+9052 W {遒}
6E25 U+900E W {逎}
6E26 U+9049 W {遉}
6E27 U+903E W {逾}
6E28 U+9056 W {遖}
6E29 U+9058 W {遘}
6E2A U+905E W {遞}
6E2B U+9068 W {遨}
6E2C U+906F W {遯}
6E2D U+9076 W {遶}
6E2E U+96A8 W {隨}
6E2F U+9072 W {遲}
6E30 U+9082 W {邂}
6E31 U+907D W {遽}
6E32 U+9081 W {邁}
6E33 U+9080 W {邀}
6E34 U+908A W {邊}
6E35 U+9089 W {邉}
6E36 U+908F W {邏}
6E37 U+90A8 W {邨}
6E38 U+90AF W {邯}
6E39 U+90B1 W {邱}
6E3A U+90B5 W {邵}
6E3B U+90E2 W {郢}
6E3C U+90E4 W {郤}
6E3D U+6248 W {扈}
6E3E U+90DB W {郛}
6E3F U+9102 W {鄂}
6E40 U+9112 W {鄒}
6E41 U+9119 W {鄙}
6E42 U+9132 W {鄲}
6E43 U+9130 W {鄰}
6E44 U+914A W {酊}
6E45 U+9156 W {酖}
6E46 U+9158 W {酘}
6E47 U+9163 W {酣}
6E48 U+9165 W {酥}
6E49 U+9169 W {酩}
6E4A U+9173 W {酳}
6E4B U+9172 W {酲}
6E4C U+918B W {醋}
6E4D U+9189 W {醉}
6E4E U+9182 W {醂}
6E4F U+91A2 W {醢}
6E50 U+91AB W {醫}
6E51 U+91AF W {醯}
6E52 U+91AA W {醪}
6E53 U+91B5 W {醵}
6E54 U+91B4 W {醴}
6E55 U+91BA W {醺}
6E56 U+91C0 W {釀}
6E57 U+91C1 W {釁}
6E58 U+91C9 W {釉}
6E59 U+91CB W {釋}
6E5A U+91D0 W {釐}
6E5B U+91D6 W {釖}
6E5C U+91DF W {釟}
6E5D U+91E1 W {釡}
6E5E U+91DB W {釛}
6E5F U+91FC W {釼}
6E60 U+91F5 W {釵}
6E61 U+91F6 W {釶}
6E62 U+921E W {鈞}
6E63 U+91FF W {釿}
6E64 U+9214 W {鈔}
6E65 U+922C W {鈬}
6E66 U+9215 W {鈕}
6E67 U+9211 W {鈑}
6E68 U+925E W {鉞}
6E69 U+9257 W {鉗}
6E6A U+9245 W {鉅}
6E6B U+9249 W {鉉}
6E6C U+9264 W {鉤}
6E6D U+9248 W {鉈}
6E6E U+9295 W {銕}
6E6F U+923F W {鈿}
6E70 U+924B W {鉋}
6E71 U+9250 W {鉐}
6E72 U+929C W {銜}
6E73 U+9296 W {銖}
6E74 U+9293 W {銓}
6E75 U+929B W {銛}
6E76 U+925A W {鉚}
6E77 U+92CF W {鋏}
6E78 U+92B9 W {銹}
6E79 U+92B7 W {銷}
6E7A U+92E9 W {鋩}
6E7B U+930F W {錏}
6E7C U+92FA W {鋺}
6E7D U+9344 W {鍄}
6E7E U+932E W {錮}
6F21 U+9319 W {錙}
6F22 U+9322 W {錢}
6F23 U+931A W {錚}
6F24 U+9323 W {錣}
6F25 U+933A W {錺}
6F26 U+9335 W {錵}
6F27 U+933B W {錻}
6F28 U+935C W {鍜}
6F29 U+9360 W {鍠}
6F2A U+937C W {鍼}
6F2B U+936E W {鍮}
6F2C U+9356 W {鍖}
6F2D U+93B0 W {鎰}
6F2E U+93AC W {鎬}
6F2F U+93AD W {鎭}
6F30 U+9394 W {鎔}
6F31 U+93B9 W {鎹}
6F32 U+93D6 W {鏖}
6F33 U+93D7 W {鏗}
6F34 U+93E8 W {鏨}
6F35 U+93E5 W {鏥}
6F36 U+93D8 W {鏘}
6F37 U+93C3 W {鏃}
6F38 U+93DD W {鏝}
6F39 U+93D0 W {鏐}
6F3A U+93C8 W {鏈}
6F3B U+93E4 W {鏤}
6F3C U+941A W {鐚}
6F3D U+9414 W {鐔}
6F3E U+9413 W {鐓}
6F3F U+9403 W {鐃}
6F40 U+9407 W {鐇}
6F41 U+9410 W {鐐}
6F42 U+9436 W {鐶}
6F43 U+942B W {鐫}
6F44 U+9435 W {鐵}
6F45 U+9421 W {鐡}
6F46 U+943A W {鐺}
6F47 U+9441 W {鑁}
6F48 U+9452 W {鑒}
6F49 U+9444 W {鑄}
6F4A U+945B W {鑛}
6F4B U+9460 W {鑠}
6F4C U+9462 W {鑢}
6F4D U+945E W {鑞}
6F4E U+946A W {鑪}
6F4F U+9229 W {鈩}
6F50 U+9470 W {鑰}
6F51 U+9475 W {鑵}
6F52 U+9477 W {鑷}
6F53 U+947D W {鑽}
6F54 U+945A W {鑚}
6F55 U+947C W {鑼}
6F56 U+947E W {鑾}
6F57 U+9481 W {钁}
6F58 U+947F W {鑿}
6F59 U+9582 W {閂}
6F5A U+9587 W {閇}
6F5B U+958A W {閊}
6F5C U+9594 W {閔}
6F5D U+9596 W {閖}
6F5E U+9598 W {閘}
6F5F U+9599 W {閙}
6F60 U+95A0 W {閠}
6F61 U+95A8 W {閨}
6F62 U+95A7 W {閧}
6F63 U+95AD W {閭}
6F64 U+95BC W {閼}
6F65 U+95BB W {閻}
6F66 U+95B9 W {閹}
6F67 U+95BE W {閾}
6F68 U+95CA W {闊}
6F69 U+6FF6 W {濶}
6F6A U+95C3 W {闃}
6F6B U+95CD W {闍}
6F6C U+95CC W {闌}
6F6D U+95D5 W {闕}
6F6E U+95D4 W {闔}
6F6F U+95D6 W {闖}
6F70 U+95DC W {關}
6F71 U+95E1 W {闡}
6F72 U+95E5 W {闥}
6F73 U+95E2 W {闢}
6F74 U+9621 W {阡}
6F75 U+9628 W {阨}
6F76 U+962E W {阮}
6F77 U+962F W {阯}
6F78 U+9642 W {陂}
6F79 U+964C W {陌}
6F7A U+964F W {陏}
6F7B U+964B W {陋}
6F7C U+9677 W {陷}
6F7D U+965C W {陜}
6F7E U+965E W {陞}
7021 U+965D W {陝}
7022 U+965F W {陟}
7023 U+9666 W {陦}
7024 U+9672 W {陲}
7025 U+966C W {陬}
7026 U+968D W {隍}
7027 U+9698 W {隘}
7028 U+9695 W {隕}
7029 U+9697 W {隗}
702A U+96AA W {險}
702B U+96A7 W {隧}
702C U+96B1 W {隱}
702D U+96B2 W {隲}
702E U+96B0 W {隰}
702F U+96B4 W {隴}
7030 U+96B6 W {隶}
7031 U+96B8 W {隸}
7032 U+96B9 W {隹}
7033 U+96CE W {雎}
7034 U+96CB W {雋}
7035 U+96C9 W {雉}
7036 U+96CD W {雍}
7037 U+894D W {襍}
7038 U+96DC W {雜}
7039 U+970D W {霍}
703A U+96D5 W {雕}
703B U+96F9 W {雹}
703C U+9704 W {霄}
703D U+9706 W {霆}
703E U+9708 W {霈}
703F U+9713 W {霓}
7040 U+970E W {霎}
7041 U+9711 W {霑}
7042 U+970F W {霏}
7043 U+9716 W {霖}
7044 U+9719 W {霙}
7045 U+9724 W {霤}
7046 U+972A W {霪}
7047 U+9730 W {霰}
7048 U+9739 W {霹}
7049 U+973D W {霽}
704A U+973E W {霾}
704B U+9744 W {靄}
704C U+9746 W {靆}
704D U+9748 W {靈}
704E U+9742 W {靂}
704F U+9749 W {靉}
7050 U+975C W {靜}
7051 U+9760 W {靠}
7052 U+9764 W {靤}
7053 U+9766 W {靦}
7054 U+9768 W {靨}
7055 U+52D2 W {勒}
7056 U+976B W {靫}
7057 U+9771 W {靱}
7058 U+9779 W {靹}
7059 U+9785 W {鞅}
705A U+977C W {靼}
705B U+9781 W {鞁}
705C U+977A W {靺}
705D U+9786 W {鞆}
705E U+978B W {鞋}
705F U+978F W {鞏}
7060 U+9790 W {鞐}
7061 U+979C W {鞜}
7062 U+97A8 W {鞨}
7063 U+97A6 W {鞦}
7064 U+97A3 W {鞣}
7065 U+97B3 W {鞳}
7066 U+97B4 W {鞴}
7067 U+97C3 W {韃}
7068 U+97C6 W {韆}
7069 U+97C8 W {韈}
706A U+97CB W {韋}
706B U+97DC W {韜}
706C U+97ED W {韭}
706D U+9F4F W {齏}
706E U+97F2 W {韲}
706F U+7ADF W {竟}
7070 U+97F6 W {韶}
7071 U+97F5 W {韵}
7072 U+980F W {頏}
7073 U+980C W {頌}
7074 U+9838 W {頸}
7075 U+9824 W {頤}
7076 U+9821 W {頡}
7077 U+9837 W {頷}
7078 U+983D W {頽}
7079 U+9846 W {顆}
707A U+984F W {顏}
707B U+984B W {顋}
707C U+986B W {顫}
707D U+986F W {顯}
707E U+9870 W {顰}
7121 U+9871 W {顱}
7122 U+9874 W {顴}
7123 U+9873 W {顳}
7124 U+98AA W {颪}
7125 U+98AF W {颯}
7126 U+98B1 W {颱}
7127 U+98B6 W {颶}
7128 U+98C4 W {飄}
7129 U+98C3 W {飃}
712A U+98C6 W {飆}
712B U+98E9 W {飩}
712C U+98EB W {飫}
712D U+9903 W {餃}
712E U+9912 W {餒}
7130 U+9914 W {餔}
7131 U+9918 W {餘}
7132 U+9921 W {餡}
7133 U+991D W {餝}
7134 U+991E W {餞}
7135 U+9924 W {餤}
7136 U+9920 W {餠}
7137 U+992C W {餬}
7138 U+992E W {餮}
7139 U+993D W {餽}
713A U+993E W {餾}
713B U+9949 W {饉}
713C U+9945 W {饅}
713D U+9950 W {饐}
713E U+994B W {饋}
7140 U+9951 W {饑}
7141 U+9952 W {饒}
7142 U+994C W {饌}
7143 U+9955 W {饕}
7144 U+9997 W {馗}
7145 U+9998 W {馘}
7146 U+99A5 W {馥}
7147 U+99AD W {馭}
7148 U+99AE W {馮}
7149 U+99BC W {馼}
714A U+99DF W {駟}
714B U+99DB W {駛}
714C U+99DD W {駝}
714D U+99D8 W {駘}
714E U+99D1 W {駑}
714F U+99ED W {駭}
7150 U+99EE W {駮}
